Age,Working class,Education,Marital status,Occupation,Relationship,Race,Sex,Hours per week,Country,Salary
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
22, ?, 7th-8th, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Married-spouse-absent, Exec-managerial, Other-relative, White, Female,60, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
22, Private, 10th, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,30, United-States, <=50K
18, ?, 12th, Never-married, ?, Own-child, Black, Male,25, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,25, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,19, United-States, <=50K
25, ?, Bachelors, Married-civ-spouse, ?, Wife, White, Female,25, United-States, <=50K
22, Private, 11th, Never-married, Sales, Unmarried, White, Female,30, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,50, United-States, <=50K
22, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, Black, Male,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,30, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,42, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
18, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,30, United-States, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,20, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
19, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,30, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,10, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,45, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Male,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, <=50K
22, ?, 9th, Never-married, ?, Unmarried, Black, Female,36, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,20, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,60, United-States, <=50K
23, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,30, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
24, Private, 11th, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,25, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
21, Private, 9th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
21, Self-emp-not-inc, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,32, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,38, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,35, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,45, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,35, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Own-child, White, Female,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,50, United-States, <=50K
24, Private, 12th, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
19, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Male,80, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,23, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,60, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
20, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Female,52, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,70, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,16, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,30, United-States, <=50K
19, ?, HS-grad, Never-married, ?, Own-child, White, Male,60, United-States, <=50K
23, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,50, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,30, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,78, United-States, <=50K
24, State-gov, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,10, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,20, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Other-relative, White, Male,30, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,35, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,48, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Own-child, White, Female,20, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
21, Private, 11th, Never-married, Sales, Own-child, White, Female,38, United-States, <=50K
25, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
24, ?, Bachelors, Never-married, ?, Not-in-family, White, Female,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,10, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,6, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,50, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,35, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,95, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,30, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
25, State-gov, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,45, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,84, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,16, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
24, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,25, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,30, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, United-States, <=50K
24, Private, 10th, Never-married, Sales, Not-in-family, White, Female,15, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,16, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,35, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Not-in-family, White, Female,30, United-States, <=50K
20, Federal-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,20, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
23, ?, 11th, Never-married, ?, Not-in-family, Black, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,25, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,60, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States, <=50K
19, Private, 10th, Never-married, Handlers-cleaners, Other-relative, White, Male,45, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,28, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
22, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,40, United-States, <=50K
23, ?, Bachelors, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,35, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,35, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,40, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male,25, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,30, United-States, <=50K
24, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,35, United-States, <=50K
23, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,30, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,45, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,40, United-States, <=50K
23, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,30, United-States, <=50K
18, ?, 10th, Never-married, ?, Own-child, White, Male,30, United-States, <=50K
19, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,25, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Own-child, White, Female,30, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
22, ?, HS-grad, Divorced, ?, Other-relative, Black, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,55, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,30, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Own-child, White, Female,5, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,46, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,32, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male,72, United-States, <=50K
18, Private, 9th, Never-married, Farming-fishing, Own-child, White, Male,20, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male,25, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,4, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
25, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,80, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,25, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,3, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,32, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,40, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,50, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,38, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,45, United-States, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Adm-clerical, Wife, White, Female,20, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,50, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,48, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
24, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Other-relative, White, Female,30, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,35, United-States, <=50K
19, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,50, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,75, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,30, United-States, <=50K
19, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,30, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,60, United-States, <=50K
23, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,10, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
23, Private, 9th, Never-married, Farming-fishing, Unmarried, White, Male,70, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,55, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,2, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,30, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,50, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,20, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
20, Private, 12th, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
19, ?, HS-grad, Never-married, ?, Own-child, Black, Male,10, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,30, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male,50, United-States, <=50K
21, ?, 11th, Married-civ-spouse, ?, Wife, White, Female,56, United-States, <=50K
25, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,35, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,30, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,25, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,50, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,24, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,10, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,25, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,20, United-States, <=50K
18, Self-emp-inc, 11th, Never-married, Farming-fishing, Own-child, White, Male,70, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
21, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,43, United-States, <=50K
22, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,30, United-States, <=50K
18, Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Male,12, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
18, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
23, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
22, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,18, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
